Co8021_k31_TRINITY_DN54103_c0_g1_i18	BP	GO:0006396	RNA processing
Co8021_k31_TRINITY_DN54103_c0_g1_i18	MF	GO:0140640	catalytic activity, acting on a nucleic acid
Co8021_k31_TRINITY_DN54103_c0_g1_i18	MF	GO:0003723	RNA binding
Co8021_k31_TRINITY_DN54103_c0_g1_i18	BP	GO:0016070	RNA metabolic process
Co8021_k31_TRINITY_DN54103_c0_g1_i18	BP	GO:0090304	nucleic acid metabolic process
Co8021_k31_TRINITY_DN54103_c0_g1_i18	MF	GO:0016740	transferase activity
Co8021_k31_TRINITY_DN54103_c0_g1_i18	BP	GO:0010467	gene expression
Co8021_k31_TRINITY_DN54103_c0_g1_i18	MF	GO:0003676	nucleic acid binding
Co8021_k31_TRINITY_DN54103_c0_g1_i18	BP	GO:0006139	nucleobase-containing compound metabolic process
Co8021_k31_TRINITY_DN54103_c0_g1_i18	MF	GO:1901363	heterocyclic compound binding
Co8021_k31_TRINITY_DN54103_c0_g1_i18	BP	GO:0009059	macromolecule biosynthetic process
Co8021_k31_TRINITY_DN54103_c0_g1_i18	MF	GO:0097159	organic cyclic compound binding
Co8021_k31_TRINITY_DN54103_c0_g1_i18	BP	GO:0006725	cellular aromatic compound metabolic process
Co8021_k31_TRINITY_DN54103_c0_g1_i18	MF	GO:0005488	binding
Co8021_k31_TRINITY_DN54103_c0_g1_i18	BP	GO:0046483	heterocycle metabolic process
Co8021_k31_TRINITY_DN54103_c0_g1_i18	MF	GO:0003824	catalytic activity
Co8021_k31_TRINITY_DN54103_c0_g1_i18	BP	GO:1901360	organic cyclic compound metabolic process
Co8021_k31_TRINITY_DN54103_c0_g1_i18	BP	GO:0034641	cellular nitrogen compound metabolic process
Co8021_k31_TRINITY_DN54103_c0_g1_i18	BP	GO:0043170	macromolecule metabolic process
Co8021_k31_TRINITY_DN54103_c0_g1_i18	BP	GO:0044249	cellular biosynthetic process
Co8021_k31_TRINITY_DN54103_c0_g1_i18	BP	GO:1901576	organic substance biosynthetic process
Co8021_k31_TRINITY_DN54103_c0_g1_i18	BP	GO:0009058	biosynthetic process
Co8021_k31_TRINITY_DN54103_c0_g1_i18	BP	GO:0006807	nitrogen compound metabolic process
Co8021_k31_TRINITY_DN54103_c0_g1_i18	BP	GO:0044238	primary metabolic process
Co8021_k31_TRINITY_DN54103_c0_g1_i18	BP	GO:0044237	cellular metabolic process
Co8021_k31_TRINITY_DN54103_c0_g1_i18	BP	GO:0071704	organic substance metabolic process
Co8021_k31_TRINITY_DN54103_c0_g1_i18	BP	GO:0008152	metabolic process
Co8021_k31_TRINITY_DN54103_c0_g1_i18	BP	GO:0009987	cellular process
RB855156_k25_TRINITY_DN2538_c0_g2_i11	CC	GO:0016592	mediator complex
RB855156_k25_TRINITY_DN2538_c0_g2_i11	CC	GO:0140513	nuclear protein-containing complex
RB855156_k25_TRINITY_DN2538_c0_g2_i11	CC	GO:0005634	nucleus
RB855156_k25_TRINITY_DN2538_c0_g2_i11	CC	GO:0032991	protein-containing complex
RB855156_k25_TRINITY_DN2538_c0_g2_i11	CC	GO:0043231	intracellular membrane-bounded organelle
RB855156_k25_TRINITY_DN2538_c0_g2_i11	CC	GO:0043227	membrane-bounded organelle
RB855156_k25_TRINITY_DN2538_c0_g2_i11	CC	GO:0043229	intracellular organelle
RB855156_k25_TRINITY_DN2538_c0_g2_i11	CC	GO:0043226	organelle
RB855156_k25_TRINITY_DN2538_c0_g2_i11	CC	GO:0005622	intracellular anatomical structure
RB855156_k25_TRINITY_DN2538_c0_g2_i11	CC	GO:0110165	cellular anatomical entity
KQ08-2850_k31_TRINITY_DN34900_c0_g1_i4	MF	GO:0047769	arogenate dehydratase activity
KQ08-2850_k31_TRINITY_DN34900_c0_g1_i4	BP	GO:0009094	L-phenylalanine biosynthetic process
KQ08-2850_k31_TRINITY_DN34900_c0_g1_i4	CC	GO:0009570	chloroplast stroma
KQ08-2850_k31_TRINITY_DN34900_c0_g1_i4	MF	GO:0004664	prephenate dehydratase activity
KQ08-2850_k31_TRINITY_DN34900_c0_g1_i4	BP	GO:1902223	erythrose 4-phosphate/phosphoenolpyruvate family amino acid biosynthetic process
KQ08-2850_k31_TRINITY_DN34900_c0_g1_i4	CC	GO:0009532	plastid stroma
KQ08-2850_k31_TRINITY_DN34900_c0_g1_i4	BP	GO:0006558	L-phenylalanine metabolic process
KQ08-2850_k31_TRINITY_DN34900_c0_g1_i4	MF	GO:0016836	hydro-lyase activity
KQ08-2850_k31_TRINITY_DN34900_c0_g1_i4	CC	GO:0009507	chloroplast
KQ08-2850_k31_TRINITY_DN34900_c0_g1_i4	BP	GO:1902221	erythrose 4-phosphate/phosphoenolpyruvate family amino acid metabolic process
KQ08-2850_k31_TRINITY_DN34900_c0_g1_i4	MF	GO:0016835	carbon-oxygen lyase activity
KQ08-2850_k31_TRINITY_DN34900_c0_g1_i4	CC	GO:0009536	plastid
KQ08-2850_k31_TRINITY_DN34900_c0_g1_i4	BP	GO:0009095	aromatic amino acid family biosynthetic process, prephenate pathway
KQ08-2850_k31_TRINITY_DN34900_c0_g1_i4	MF	GO:0016829	lyase activity
KQ08-2850_k31_TRINITY_DN34900_c0_g1_i4	CC	GO:0043231	intracellular membrane-bounded organelle
KQ08-2850_k31_TRINITY_DN34900_c0_g1_i4	BP	GO:0009073	aromatic amino acid family biosynthetic process
KQ08-2850_k31_TRINITY_DN34900_c0_g1_i4	CC	GO:0043227	membrane-bounded organelle
KQ08-2850_k31_TRINITY_DN34900_c0_g1_i4	MF	GO:0004106	chorismate mutase activity
KQ08-2850_k31_TRINITY_DN34900_c0_g1_i4	BP	GO:0009072	aromatic amino acid metabolic process
KQ08-2850_k31_TRINITY_DN34900_c0_g1_i4	CC	GO:0005737	cytoplasm
KQ08-2850_k31_TRINITY_DN34900_c0_g1_i4	MF	GO:0016866	intramolecular transferase activity
KQ08-2850_k31_TRINITY_DN34900_c0_g1_i4	BP	GO:1901607	alpha-amino acid biosynthetic process
KQ08-2850_k31_TRINITY_DN34900_c0_g1_i4	CC	GO:0043229	intracellular organelle
KQ08-2850_k31_TRINITY_DN34900_c0_g1_i4	MF	GO:0016853	isomerase activity
KQ08-2850_k31_TRINITY_DN34900_c0_g1_i4	BP	GO:0008652	amino acid biosynthetic process
KQ08-2850_k31_TRINITY_DN34900_c0_g1_i4	CC	GO:0043226	organelle
KQ08-2850_k31_TRINITY_DN34900_c0_g1_i4	MF	GO:0003824	catalytic activity
KQ08-2850_k31_TRINITY_DN34900_c0_g1_i4	BP	GO:1901605	alpha-amino acid metabolic process
KQ08-2850_k31_TRINITY_DN34900_c0_g1_i4	CC	GO:0005622	intracellular anatomical structure
KQ08-2850_k31_TRINITY_DN34900_c0_g1_i4	BP	GO:0046394	carboxylic acid biosynthetic process
KQ08-2850_k31_TRINITY_DN34900_c0_g1_i4	CC	GO:0110165	cellular anatomical entity
KQ08-2850_k31_TRINITY_DN34900_c0_g1_i4	BP	GO:0016053	organic acid biosynthetic process
KQ08-2850_k31_TRINITY_DN34900_c0_g1_i4	BP	GO:0006520	amino acid metabolic process
KQ08-2850_k31_TRINITY_DN34900_c0_g1_i4	BP	GO:0044283	small molecule biosynthetic process
KQ08-2850_k31_TRINITY_DN34900_c0_g1_i4	BP	GO:0019752	carboxylic acid metabolic process
KQ08-2850_k31_TRINITY_DN34900_c0_g1_i4	BP	GO:0043436	oxoacid metabolic process
KQ08-2850_k31_TRINITY_DN34900_c0_g1_i4	BP	GO:0006082	organic acid metabolic process
KQ08-2850_k31_TRINITY_DN34900_c0_g1_i4	BP	GO:0019438	aromatic compound biosynthetic process
KQ08-2850_k31_TRINITY_DN34900_c0_g1_i4	BP	GO:1901362	organic cyclic compound biosynthetic process
KQ08-2850_k31_TRINITY_DN34900_c0_g1_i4	BP	GO:0044281	small molecule metabolic process
KQ08-2850_k31_TRINITY_DN34900_c0_g1_i4	BP	GO:1901566	organonitrogen compound biosynthetic process
KQ08-2850_k31_TRINITY_DN34900_c0_g1_i4	BP	GO:0006725	cellular aromatic compound metabolic process
KQ08-2850_k31_TRINITY_DN34900_c0_g1_i4	BP	GO:1901360	organic cyclic compound metabolic process
KQ08-2850_k31_TRINITY_DN34900_c0_g1_i4	BP	GO:1901564	organonitrogen compound metabolic process
KQ08-2850_k31_TRINITY_DN34900_c0_g1_i4	BP	GO:0044249	cellular biosynthetic process
KQ08-2850_k31_TRINITY_DN34900_c0_g1_i4	BP	GO:1901576	organic substance biosynthetic process
KQ08-2850_k31_TRINITY_DN34900_c0_g1_i4	BP	GO:0009058	biosynthetic process
KQ08-2850_k31_TRINITY_DN34900_c0_g1_i4	BP	GO:0006807	nitrogen compound metabolic process
KQ08-2850_k31_TRINITY_DN34900_c0_g1_i4	BP	GO:0044238	primary metabolic process
KQ08-2850_k31_TRINITY_DN34900_c0_g1_i4	BP	GO:0044237	cellular metabolic process
KQ08-2850_k31_TRINITY_DN34900_c0_g1_i4	BP	GO:0071704	organic substance metabolic process
KQ08-2850_k31_TRINITY_DN34900_c0_g1_i4	BP	GO:0008152	metabolic process
KQ08-2850_k31_TRINITY_DN34900_c0_g1_i4	BP	GO:0009987	cellular process
KQB07-23990_k31_TRINITY_DN5420_c0_g1_i9	MF	GO:0003724	RNA helicase activity
KQB07-23990_k31_TRINITY_DN5420_c0_g1_i9	CC	GO:1990904	ribonucleoprotein complex
KQB07-23990_k31_TRINITY_DN5420_c0_g1_i9	MF	GO:0008186	ATP-dependent activity, acting on RNA
KQB07-23990_k31_TRINITY_DN5420_c0_g1_i9	CC	GO:0005634	nucleus
KQB07-23990_k31_TRINITY_DN5420_c0_g1_i9	MF	GO:0004386	helicase activity
KQB07-23990_k31_TRINITY_DN5420_c0_g1_i9	CC	GO:0032991	protein-containing complex
KQB07-23990_k31_TRINITY_DN5420_c0_g1_i9	MF	GO:0140098	catalytic activity, acting on RNA
KQB07-23990_k31_TRINITY_DN5420_c0_g1_i9	CC	GO:0043231	intracellular membrane-bounded organelle
KQB07-23990_k31_TRINITY_DN5420_c0_g1_i9	MF	GO:0140657	ATP-dependent activity
KQB07-23990_k31_TRINITY_DN5420_c0_g1_i9	CC	GO:0043227	membrane-bounded organelle
KQB07-23990_k31_TRINITY_DN5420_c0_g1_i9	MF	GO:0140640	catalytic activity, acting on a nucleic acid
KQB07-23990_k31_TRINITY_DN5420_c0_g1_i9	CC	GO:0005737	cytoplasm
KQB07-23990_k31_TRINITY_DN5420_c0_g1_i9	MF	GO:0005524	ATP binding
KQB07-23990_k31_TRINITY_DN5420_c0_g1_i9	CC	GO:0043229	intracellular organelle
KQB07-23990_k31_TRINITY_DN5420_c0_g1_i9	MF	GO:0032559	adenyl ribonucleotide binding
KQB07-23990_k31_TRINITY_DN5420_c0_g1_i9	CC	GO:0043226	organelle
KQB07-23990_k31_TRINITY_DN5420_c0_g1_i9	MF	GO:0035639	purine ribonucleoside triphosphate binding
KQB07-23990_k31_TRINITY_DN5420_c0_g1_i9	CC	GO:0005622	intracellular anatomical structure
KQB07-23990_k31_TRINITY_DN5420_c0_g1_i9	MF	GO:0030554	adenyl nucleotide binding
KQB07-23990_k31_TRINITY_DN5420_c0_g1_i9	CC	GO:0110165	cellular anatomical entity
KQB07-23990_k31_TRINITY_DN5420_c0_g1_i9	MF	GO:0032555	purine ribonucleotide binding
KQB07-23990_k31_TRINITY_DN5420_c0_g1_i9	MF	GO:0032553	ribonucleotide binding
KQB07-23990_k31_TRINITY_DN5420_c0_g1_i9	MF	GO:0097367	carbohydrate derivative binding
KQB07-23990_k31_TRINITY_DN5420_c0_g1_i9	MF	GO:0017076	purine nucleotide binding
KQB07-23990_k31_TRINITY_DN5420_c0_g1_i9	MF	GO:0043168	anion binding
KQB07-23990_k31_TRINITY_DN5420_c0_g1_i9	MF	GO:0000166	nucleotide binding
KQB07-23990_k31_TRINITY_DN5420_c0_g1_i9	MF	GO:1901265	nucleoside phosphate binding
KQB07-23990_k31_TRINITY_DN5420_c0_g1_i9	MF	GO:0036094	small molecule binding
KQB07-23990_k31_TRINITY_DN5420_c0_g1_i9	MF	GO:0016787	hydrolase activity
KQB07-23990_k31_TRINITY_DN5420_c0_g1_i9	MF	GO:0003676	nucleic acid binding
KQB07-23990_k31_TRINITY_DN5420_c0_g1_i9	MF	GO:0043167	ion binding
KQB07-23990_k31_TRINITY_DN5420_c0_g1_i9	MF	GO:1901363	heterocyclic compound binding
KQB07-23990_k31_TRINITY_DN5420_c0_g1_i9	MF	GO:0097159	organic cyclic compound binding
KQB07-23990_k31_TRINITY_DN5420_c0_g1_i9	MF	GO:0005488	binding
KQB07-23990_k31_TRINITY_DN5420_c0_g1_i9	MF	GO:0003824	catalytic activity
KQB07-23990_k31_TRINITY_DN5420_c0_g1_i9	MF	GO:0003723	RNA binding
KQB07-23990_k31_TRINITY_DN5420_c0_g1_i9	MF	GO:0004386	helicase activity
KQB07-23990_k31_TRINITY_DN5420_c0_g1_i9	MF	GO:0140657	ATP-dependent activity
KQB07-23990_k31_TRINITY_DN5420_c0_g1_i9	MF	GO:0140640	catalytic activity, acting on a nucleic acid
KQB07-23990_k31_TRINITY_DN5420_c0_g1_i9	MF	GO:0005524	ATP binding
KQB07-23990_k31_TRINITY_DN5420_c0_g1_i9	MF	GO:0032559	adenyl ribonucleotide binding
KQB07-23990_k31_TRINITY_DN5420_c0_g1_i9	MF	GO:0035639	purine ribonucleoside triphosphate binding
KQB07-23990_k31_TRINITY_DN5420_c0_g1_i9	MF	GO:0030554	adenyl nucleotide binding
KQB07-23990_k31_TRINITY_DN5420_c0_g1_i9	MF	GO:0032555	purine ribonucleotide binding
KQB07-23990_k31_TRINITY_DN5420_c0_g1_i9	MF	GO:0032553	ribonucleotide binding
KQB07-23990_k31_TRINITY_DN5420_c0_g1_i9	MF	GO:0097367	carbohydrate derivative binding
KQB07-23990_k31_TRINITY_DN5420_c0_g1_i9	MF	GO:0017076	purine nucleotide binding
KQB07-23990_k31_TRINITY_DN5420_c0_g1_i9	MF	GO:0043168	anion binding
KQB07-23990_k31_TRINITY_DN5420_c0_g1_i9	MF	GO:0000166	nucleotide binding
KQB07-23990_k31_TRINITY_DN5420_c0_g1_i9	MF	GO:1901265	nucleoside phosphate binding
KQB07-23990_k31_TRINITY_DN5420_c0_g1_i9	MF	GO:0036094	small molecule binding
KQB07-23990_k31_TRINITY_DN5420_c0_g1_i9	MF	GO:0016787	hydrolase activity
KQB07-23990_k31_TRINITY_DN5420_c0_g1_i9	MF	GO:0003676	nucleic acid binding
KQB07-23990_k31_TRINITY_DN5420_c0_g1_i9	MF	GO:0043167	ion binding
KQB07-23990_k31_TRINITY_DN5420_c0_g1_i9	MF	GO:1901363	heterocyclic compound binding
KQB07-23990_k31_TRINITY_DN5420_c0_g1_i9	MF	GO:0097159	organic cyclic compound binding
KQB07-23990_k31_TRINITY_DN5420_c0_g1_i9	MF	GO:0005488	binding
KQB07-23990_k31_TRINITY_DN5420_c0_g1_i9	MF	GO:0003824	catalytic activity
ROC22_k31_TRINITY_DN15759_c0_g1_i2	MF	GO:0046983	protein dimerization activity
ROC22_k31_TRINITY_DN15759_c0_g1_i2	BP	GO:0006357	regulation of transcription by RNA polymerase II
ROC22_k31_TRINITY_DN15759_c0_g1_i2	CC	GO:0005634	nucleus
ROC22_k31_TRINITY_DN15759_c0_g1_i2	MF	GO:0005515	protein binding
ROC22_k31_TRINITY_DN15759_c0_g1_i2	CC	GO:0043231	intracellular membrane-bounded organelle
ROC22_k31_TRINITY_DN15759_c0_g1_i2	BP	GO:0006355	regulation of DNA-templated transcription
ROC22_k31_TRINITY_DN15759_c0_g1_i2	MF	GO:0000978	RNA polymerase II cis-regulatory region sequence-specific DNA binding
ROC22_k31_TRINITY_DN15759_c0_g1_i2	CC	GO:0043227	membrane-bounded organelle
ROC22_k31_TRINITY_DN15759_c0_g1_i2	BP	GO:2001141	regulation of RNA biosynthetic process
ROC22_k31_TRINITY_DN15759_c0_g1_i2	MF	GO:0000987	cis-regulatory region sequence-specific DNA binding
ROC22_k31_TRINITY_DN15759_c0_g1_i2	BP	GO:0051252	regulation of RNA metabolic process
ROC22_k31_TRINITY_DN15759_c0_g1_i2	CC	GO:0043229	intracellular organelle
ROC22_k31_TRINITY_DN15759_c0_g1_i2	MF	GO:0000977	RNA polymerase II transcription regulatory region sequence-specific DNA binding
ROC22_k31_TRINITY_DN15759_c0_g1_i2	BP	GO:0019219	regulation of nucleobase-containing compound metabolic process
ROC22_k31_TRINITY_DN15759_c0_g1_i2	CC	GO:0043226	organelle
ROC22_k31_TRINITY_DN15759_c0_g1_i2	MF	GO:0000976	transcription cis-regulatory region binding
ROC22_k31_TRINITY_DN15759_c0_g1_i2	BP	GO:0051171	regulation of nitrogen compound metabolic process
ROC22_k31_TRINITY_DN15759_c0_g1_i2	CC	GO:0005622	intracellular anatomical structure
ROC22_k31_TRINITY_DN15759_c0_g1_i2	MF	GO:0001067	transcription regulatory region nucleic acid binding
ROC22_k31_TRINITY_DN15759_c0_g1_i2	BP	GO:0080090	regulation of primary metabolic process
ROC22_k31_TRINITY_DN15759_c0_g1_i2	CC	GO:0110165	cellular anatomical entity
ROC22_k31_TRINITY_DN15759_c0_g1_i2	MF	GO:1990837	sequence-specific double-stranded DNA binding
ROC22_k31_TRINITY_DN15759_c0_g1_i2	BP	GO:0010468	regulation of gene expression
ROC22_k31_TRINITY_DN15759_c0_g1_i2	MF	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific
ROC22_k31_TRINITY_DN15759_c0_g1_i2	BP	GO:0010556	regulation of macromolecule biosynthetic process
ROC22_k31_TRINITY_DN15759_c0_g1_i2	MF	GO:0003690	double-stranded DNA binding
ROC22_k31_TRINITY_DN15759_c0_g1_i2	BP	GO:0031326	regulation of cellular biosynthetic process
ROC22_k31_TRINITY_DN15759_c0_g1_i2	MF	GO:0043565	sequence-specific DNA binding
ROC22_k31_TRINITY_DN15759_c0_g1_i2	BP	GO:0009889	regulation of biosynthetic process
ROC22_k31_TRINITY_DN15759_c0_g1_i2	MF	GO:0005488	binding
ROC22_k31_TRINITY_DN15759_c0_g1_i2	BP	GO:0060255	regulation of macromolecule metabolic process
ROC22_k31_TRINITY_DN15759_c0_g1_i2	MF	GO:0003700	DNA-binding transcription factor activity
ROC22_k31_TRINITY_DN15759_c0_g1_i2	BP	GO:0031323	regulation of cellular metabolic process
ROC22_k31_TRINITY_DN15759_c0_g1_i2	MF	GO:0140110	transcription regulator activity
ROC22_k31_TRINITY_DN15759_c0_g1_i2	BP	GO:0019222	regulation of metabolic process
ROC22_k31_TRINITY_DN15759_c0_g1_i2	MF	GO:0003677	DNA binding
ROC22_k31_TRINITY_DN15759_c0_g1_i2	BP	GO:0050794	regulation of cellular process
ROC22_k31_TRINITY_DN15759_c0_g1_i2	BP	GO:0050789	regulation of biological process
ROC22_k31_TRINITY_DN15759_c0_g1_i2	MF	GO:0003676	nucleic acid binding
ROC22_k31_TRINITY_DN15759_c0_g1_i2	BP	GO:0065007	biological regulation
ROC22_k31_TRINITY_DN15759_c0_g1_i2	MF	GO:1901363	heterocyclic compound binding
ROC22_k31_TRINITY_DN15759_c0_g1_i2	MF	GO:0097159	organic cyclic compound binding
KQB09-20432_k25_TRINITY_DN2741_c0_g1_i14	CC	GO:0005669	transcription factor TFIID complex
KQB09-20432_k25_TRINITY_DN2741_c0_g1_i14	MF	GO:0008237	metallopeptidase activity
KQB09-20432_k25_TRINITY_DN2741_c0_g1_i14	BP	GO:0006413	translational initiation
KQB09-20432_k25_TRINITY_DN2741_c0_g1_i14	CC	GO:0016591	RNA polymerase II, holoenzyme
KQB09-20432_k25_TRINITY_DN2741_c0_g1_i14	MF	GO:0003743	translation initiation factor activity
KQB09-20432_k25_TRINITY_DN2741_c0_g1_i14	BP	GO:0006412	translation
KQB09-20432_k25_TRINITY_DN2741_c0_g1_i14	CC	GO:0090575	RNA polymerase II transcription regulator complex
